Country,Year,ISO3166_alpha3,ISO3166_numeric,Region,SubRegion,OPEC,EU,OECD,CIS,Category,Value,PJ
Algeria,1965,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1966,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1967,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1968,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1969,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1970,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1971,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1972,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1973,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1974,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1975,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1976,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1977,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1978,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1979,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1980,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1981,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1982,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1983,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1984,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1985,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1986,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1987,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1988,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1989,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1990,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1991,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1992,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1993,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1994,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1995,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1996,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1997,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1998,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,1999,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,2000,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,2001,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,2002,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,2003,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,2004,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,2005,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,2006,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,2007,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,2008,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,2009,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,2010,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,2011,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,2012,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,2013,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0,0
Algeria,2014,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0.00000916,0.00916
Algeria,2015,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0.000173036,0.173036
Algeria,2016,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0.000172483,0.172483
Algeria,2017,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0.000171,0.171
Algeria,2018,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0.0000895,0.0895
Algeria,2019,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0.0000891,0.0891
Algeria,2020,DZA,12,Africa,Northern Africa,1,0,0,0,wind,0.0000711,0.0711
Argentina,1965,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1966,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1967,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1968,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1969,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1970,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1971,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1972,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1973,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1974,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1975,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1976,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1977,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1978,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1979,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1980,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1981,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1982,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1983,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1984,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1985,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1986,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1987,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1988,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1989,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1990,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1991,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1992,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1993,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1994,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1995,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0,0
Argentina,1996,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.00009618,0.09618
Argentina,1997,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.00014592,0.14592
Argentina,1998,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.00032541,0.32541
Argentina,1999,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.00034781,0.34781
Argentina,2000,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.00034758,0.34758
Argentina,2001,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.000490405,0.490405
Argentina,2002,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.000724578,0.724578
Argentina,2003,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.000764549,0.764549
Argentina,2004,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.000706002,0.706002
Argentina,2005,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.000694501,0.694501
Argentina,2006,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.000670121,0.670121
Argentina,2007,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.000588983,0.588983
Argentina,2008,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.000398666,0.398666
Argentina,2009,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.000347853,0.347853
Argentina,2010,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.000237963,0.237963
Argentina,2011,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.00024807,0.24807
Argentina,2012,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.003429629,3.429629
Argentina,2013,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.004178512,4.178512
Argentina,2014,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.005675576,5.675576
Argentina,2015,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.005403586,5.403586
Argentina,2016,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.00495538,4.95538
Argentina,2017,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.005504103,5.504103
Argentina,2018,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.012640332,12.640332
Argentina,2019,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.04453594,44.53594
Argentina,2020,ARG,32,S. & Cent. America,South America,0,0,0,0,wind,0.084111705,84.111705
Australia,1965,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1966,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1967,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1968,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1969,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1970,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1971,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1972,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1973,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1974,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1975,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1976,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1977,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1978,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1979,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1980,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1981,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1982,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1983,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1984,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1985,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1986,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1987,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1988,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1989,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1990,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1991,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1992,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0,0
Australia,1993,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.00002,0.02
Australia,1994,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.000055,0.055
Australia,1995,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.00007,0.07
Australia,1996,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.00007,0.07
Australia,1997,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.000075,0.075
Australia,1998,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.00018,0.18
Australia,1999,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.00043,0.43
Australia,2000,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.00134,1.34
Australia,2001,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.002851364,2.851364
Australia,2002,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.005266655,5.266655
Australia,2003,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.006905106,6.905106
Australia,2004,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.007747452,7.747452
Australia,2005,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.012579408,12.579408
Australia,2006,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.020805113,20.805113
Australia,2007,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.027273206,27.273206
Australia,2008,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.032866016,32.866016
Australia,2009,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.041912083,41.912083
Australia,2010,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.046791718,46.791718
Australia,2011,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.060005854,60.005854
Australia,2012,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.071631818,71.631818
Australia,2013,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.085338976,85.338976
Australia,2014,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.089573713,89.573713
Australia,2015,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.10776484,107.76484
Australia,2016,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.118051766,118.051766
Australia,2017,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.118897114,118.897114
Australia,2018,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.145501697,145.501697
Australia,2019,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.173578014,173.578014
Australia,2020,AUS,36,Asia Pacific,Asia Pacific,0,0,1,0,wind,0.200786108,200.786108
Austria,1965,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1966,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1967,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1968,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1969,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1970,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1971,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1972,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1973,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1974,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1975,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1976,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1977,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1978,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1979,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1980,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1981,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1982,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1983,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1984,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1985,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1986,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1987,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1988,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1989,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1990,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1991,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1992,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1993,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1994,AUT,40,Europe,Europe,0,1,1,0,wind,0,0
Austria,1995,AUT,40,Europe,Europe,0,1,1,0,wind,0.00001,0.01
Austria,1996,AUT,40,Europe,Europe,0,1,1,0,wind,0.00005,0.05
Austria,1997,AUT,40,Europe,Europe,0,1,1,0,wind,0.0002,0.2
Austria,1998,AUT,40,Europe,Europe,0,1,1,0,wind,0.00045,0.45
Austria,1999,AUT,40,Europe,Europe,0,1,1,0,wind,0.00051,0.51
Austria,2000,AUT,40,Europe,Europe,0,1,1,0,wind,0.00067,0.67
Austria,2001,AUT,40,Europe,Europe,0,1,1,0,wind,0.001708831,1.708831
Austria,2002,AUT,40,Europe,Europe,0,1,1,0,wind,0.002003806,2.003806
Austria,2003,AUT,40,Europe,Europe,0,1,1,0,wind,0.003589615,3.589615
Austria,2004,AUT,40,Europe,Europe,0,1,1,0,wind,0.009004586,9.004586
Austria,2005,AUT,40,Europe,Europe,0,1,1,0,wind,0.012891477,12.891477
Austria,2006,AUT,40,Europe,Europe,0,1,1,0,wind,0.016866499,16.866499
Austria,2007,AUT,40,Europe,Europe,0,1,1,0,wind,0.019480581,19.480581
Austria,2008,AUT,40,Europe,Europe,0,1,1,0,wind,0.019113192,19.113192
Austria,2009,AUT,40,Europe,Europe,0,1,1,0,wind,0.018454824,18.454824
Austria,2010,AUT,40,Europe,Europe,0,1,1,0,wind,0.019372933,19.372933
Austria,2011,AUT,40,Europe,Europe,0,1,1,0,wind,0.018063668,18.063668
Austria,2012,AUT,40,Europe,Europe,0,1,1,0,wind,0.022829724,22.829724
Austria,2013,AUT,40,Europe,Europe,0,1,1,0,wind,0.029062917,29.062917
Austria,2014,AUT,40,Europe,Europe,0,1,1,0,wind,0.035233683,35.233683
Austria,2015,AUT,40,Europe,Europe,0,1,1,0,wind,0.044081696,44.081696
Austria,2016,AUT,40,Europe,Europe,0,1,1,0,wind,0.047392323,47.392323
Austria,2017,AUT,40,Europe,Europe,0,1,1,0,wind,0.0591436,59.1436
Austria,2018,AUT,40,Europe,Europe,0,1,1,0,wind,0.053956474,53.956474
Austria,2019,AUT,40,Europe,Europe,0,1,1,0,wind,0.066656053,66.656053
Austria,2020,AUT,40,Europe,Europe,0,1,1,0,wind,0.060343057,60.343057
Azerbaijan,1985,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,1986,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,1987,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,1988,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,1989,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,1990,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,1991,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,1992,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,1993,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,1994,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,1995,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,1996,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,1997,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,1998,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,1999,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,2000,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,2001,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,2002,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,2003,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,2004,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,2005,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,2006,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,2007,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,2008,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,2009,AZE,31,CIS,CIS,0,0,0,1,wind,0.0000198,0.0198
Azerbaijan,2010,AZE,31,CIS,CIS,0,0,0,1,wind,0.00000469,0.00469
Azerbaijan,2011,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,2012,AZE,31,CIS,CIS,0,0,0,1,wind,0,0
Azerbaijan,2013,AZE,31,CIS,CIS,0,0,0,1,wind,0.00000737,0.00737
Azerbaijan,2014,AZE,31,CIS,CIS,0,0,0,1,wind,0.0000211,0.0211
Azerbaijan,2015,AZE,31,CIS,CIS,0,0,0,1,wind,0.0000419,0.0419
Azerbaijan,2016,AZE,31,CIS,CIS,0,0,0,1,wind,0.000206414,0.206414
Azerbaijan,2017,AZE,31,CIS,CIS,0,0,0,1,wind,0.0001989,0.1989
Azerbaijan,2018,AZE,31,CIS,CIS,0,0,0,1,wind,0.000739947,0.739947
Azerbaijan,2019,AZE,31,CIS,CIS,0,0,0,1,wind,0.000939576,0.939576
Azerbaijan,2020,AZE,31,CIS,CIS,0,0,0,1,wind,0.000844643,0.844643
Bangladesh,1971,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1972,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1973,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1974,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1975,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1976,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1977,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1978,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1979,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1980,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1981,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1982,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1983,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1984,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1985,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1986,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1987,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1988,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1989,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1990,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1991,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1992,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1993,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1994,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1995,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1996,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1997,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1998,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,1999,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,2000,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,2001,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,2002,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,2003,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,2004,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,2005,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0,0
Bangladesh,2006,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0.0000154,0.0154
Bangladesh,2007,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0.0000153,0.0153
Bangladesh,2008,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0.0000276,0.0276
Bangladesh,2009,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0.0000482,0.0482
Bangladesh,2010,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0.0000479,0.0479
Bangladesh,2011,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0.0000476,0.0476
Bangladesh,2012,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0.0000473,0.0473
Bangladesh,2013,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0.0000468,0.0468
Bangladesh,2014,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0.0000466,0.0466
Bangladesh,2015,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0.0000463,0.0463
Bangladesh,2016,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0.000046,0.046
Bangladesh,2017,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0.000045729,0.045729
Bangladesh,2018,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0.0000455,0.0455
Bangladesh,2019,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0.0000453,0.0453
Bangladesh,2020,BGD,50,Asia Pacific,Asia Pacific,0,0,0,0,wind,0.0000451,0.0451
Belarus,1985,BLR,112,CIS,CIS,0,0,0,1,wind,0,0
Belarus,1986,BLR,112,CIS,CIS,0,0,0,1,wind,0,0
Belarus,1987,BLR,112,CIS,CIS,0,0,0,1,wind,0,0
Belarus,1988,BLR,112,CIS,CIS,0,0,0,1,wind,0,0
Belarus,1989,BLR,112,CIS,CIS,0,0,0,1,wind,0,0
Belarus,1990,BLR,112,CIS,CIS,0,0,0,1,wind,0,0
Belarus,1991,BLR,112,CIS,CIS,0,0,0,1,wind,0,0
Belarus,1992,BLR,112,CIS,CIS,0,0,0,1,wind,0,0
Belarus,1993,BLR,112,CIS,CIS,0,0,0,1,wind,0,0
Belarus,1994,BLR,112,CIS,CIS,0,0,0,1,wind,0,0
