Country,Year,ISO3166_alpha3,ISO3166_numeric,Region,SubRegion,OPEC,EU,OECD,CIS,Category,Value
Algeria,1985,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,1986,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,1987,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,1988,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,1989,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,1990,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,1991,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,1992,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,1993,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,1994,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,1995,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,1996,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,1997,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,1998,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,1999,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,2000,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,2001,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,2002,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,2003,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,2004,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,2005,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,2006,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,2007,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,2008,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,2009,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0
Algeria,2010,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0.0091
Algeria,2011,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0.01811875
Algeria,2012,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0.026723014
Algeria,2013,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0.0286
Algeria,2014,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0.06
Algeria,2015,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0.058
Algeria,2016,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0.245
Algeria,2017,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0.504
Algeria,2018,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0.603
Algeria,2019,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0.615
Algeria,2020,DZA,12,Africa,Northern Africa,1,0,0,0,solar_twh,0.6
Algeria,1965,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1966,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1967,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1968,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1969,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1970,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1971,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1972,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1973,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1974,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1975,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1976,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1977,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1978,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1979,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1980,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1981,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1982,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1983,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1984,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1985,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1986,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1987,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1988,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1989,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1990,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1991,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1992,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1993,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1994,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1995,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1996,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1997,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1998,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1999,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,2000,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,2001,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,2002,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,2003,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,2004,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,2005,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,2006,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,2007,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,2008,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,2009,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,2010,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,2011,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,2012,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,2013,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,2014,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,2015,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,2016,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,2017,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,2018,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,2019,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,2020,DZA,12,Africa,Northern Africa,1,0,0,0,nuclear_twh,0
Algeria,1965,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.4
Algeria,1966,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.355
Algeria,1967,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.41
Algeria,1968,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.563
Algeria,1969,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.361
Algeria,1970,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.58
Algeria,1971,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.33
Algeria,1972,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.495
Algeria,1973,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.752
Algeria,1974,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.497
Algeria,1975,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.328
Algeria,1976,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.389
Algeria,1977,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.269
Algeria,1978,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.25
Algeria,1979,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.291
Algeria,1980,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.257
Algeria,1981,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.366
Algeria,1982,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.479
Algeria,1983,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.235
Algeria,1984,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.452
Algeria,1985,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.646
Algeria,1986,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.25
Algeria,1987,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.499
Algeria,1988,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.183
Algeria,1989,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.226
Algeria,1990,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.135
Algeria,1991,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.293
Algeria,1992,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.199
Algeria,1993,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.353
Algeria,1994,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.166
Algeria,1995,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.193
Algeria,1996,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.135
Algeria,1997,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.075
Algeria,1998,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.215
Algeria,1999,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.203
Algeria,2000,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.054
Algeria,2001,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.069
Algeria,2002,DZA,12,Africa,Northern Africa,1,0,0,0,hydro_twh,0.057
