Country,Year,Category,Value
Germany,1984,Fossil fuels,375899
Germany,1985,Fossil fuels,360002
Germany,1986,Fossil fuels,368345
Germany,1987,Fossil fuels,364406
Germany,1988,Fossil fuels,365687
Germany,1989,Fossil fuels,372644
Germany,1990,Fossil fuels,372498
Germany,1991,Fossil fuels,367767
Germany,1992,Fossil fuels,350963
Germany,1993,Fossil fuels,344460
Germany,1994,Fossil fuels,345913
Germany,1995,Fossil fuels,348528
Germany,1996,Fossil fuels,358647
Germany,1997,Fossil fuels,349005
Germany,1998,Fossil fuels,359151
Germany,1999,Fossil fuels,349085
Germany,2000,Fossil fuels,361442
Germany,2001,Fossil fuels,364835
Germany,2002,Fossil fuels,365426
Germany,2003,Fossil fuels,388668
Germany,2004,Fossil fuels,383139
Germany,2005,Fossil fuels,383711
Germany,2006,Fossil fuels,386133
Germany,2007,Fossil fuels,397891
Germany,2008,Fossil fuels,385401
Germany,2009,Fossil fuels,352440
Germany,2010,Fossil fuels,372550
Germany,2011,Fossil fuels,366773
Germany,2012,Fossil fuels,371343
Germany,2013,Fossil fuels,374945
Germany,2014,Fossil fuels,352838
Germany,2015,Fossil fuels,352936
Germany,2016,Fossil fuels,361336
Germany,2017,Fossil fuels,346079
Germany,2018,Fossil fuels,327585
Germany,2019,Fossil fuels,277381
Germany,2020,Fossil fuels,252635
Germany,1971,Nuclear,6216
Germany,1972,Nuclear,9522
Germany,1973,Nuclear,12106
Germany,1974,Nuclear,14459
Germany,1975,Nuclear,24138
Germany,1976,Nuclear,29533
Germany,1977,Nuclear,41255
Germany,1978,Nuclear,43873
Germany,1979,Nuclear,52064
Germany,1980,Nuclear,55589
Germany,1981,Nuclear,65533
Germany,1982,Nuclear,74426
Germany,1983,Nuclear,78063
Germany,1984,Nuclear,104317
Germany,1985,Nuclear,138641
Germany,1986,Nuclear,130489
Germany,1987,Nuclear,141725
Germany,1988,Nuclear,156820
Germany,1989,Nuclear,161671
Germany,1990,Nuclear,152468
Germany,1991,Nuclear,147229
Germany,1992,Nuclear,158804
Germany,1993,Nuclear,153276
Germany,1994,Nuclear,150703
Germany,1995,Nuclear,153091
Germany,1996,Nuclear,160016
Germany,1997,Nuclear,170328
Germany,1998,Nuclear,161644
Germany,1999,Nuclear,170004
Germany,2000,Nuclear,169606
Germany,2001,Nuclear,171305
Germany,2002,Nuclear,164842
Germany,2003,Nuclear,165060
Germany,2004,Nuclear,167065
Germany,2005,Nuclear,163055
Germany,2006,Nuclear,167269
Germany,2007,Nuclear,140534
Germany,2008,Nuclear,148495
Germany,2009,Nuclear,134932
Germany,2010,Nuclear,140556
Germany,2011,Nuclear,107971
Germany,2012,Nuclear,99460
Germany,2013,Nuclear,97290
Germany,2014,Nuclear,97129
Germany,2015,Nuclear,91786
Germany,2016,Nuclear,84634
Germany,2017,Nuclear,76324
Germany,2018,Nuclear,76005
Germany,2019,Nuclear,75071
Germany,2020,Nuclear,64382
Germany,1971,Renewable sources,16223
Germany,1972,Renewable sources,16016
Germany,1973,Renewable sources,18145
Germany,1974,Renewable sources,18686
Germany,1975,Renewable sources,18156
Germany,1976,Renewable sources,15099
Germany,1977,Renewable sources,18794
Germany,1978,Renewable sources,19623
Germany,1979,Renewable sources,19699
Germany,1980,Renewable sources,21921
Germany,1981,Renewable sources,22839
Germany,1982,Renewable sources,22382
Germany,1983,Renewable sources,21172
Germany,1984,Renewable sources,21119
Germany,1985,Renewable sources,20203
Germany,1986,Renewable sources,21166
Germany,1987,Renewable sources,22643
Germany,1988,Renewable sources,22441
Germany,1989,Renewable sources,20759
Germany,1990,Renewable sources,19093
Germany,1991,Renewable sources,16979
Germany,1992,Renewable sources,19735
Germany,1993,Renewable sources,20520
Germany,1994,Renewable sources,23433
Germany,1995,Renewable sources,25932
Germany,1996,Renewable sources,26551
Germany,1997,Renewable sources,23062
Germany,1998,Renewable sources,24902
Germany,1999,Renewable sources,28717
Germany,2000,Renewable sources,35475
Germany,2001,Renewable sources,37895
Germany,2002,Renewable sources,44477
Germany,2003,Renewable sources,46670
Germany,2004,Renewable sources,57957
Germany,2005,Renewable sources,63402
Germany,2006,Renewable sources,72511
Germany,2007,Renewable sources,89368
Germany,2008,Renewable sources,94283
Germany,2009,Renewable sources,95938
Germany,2010,Renewable sources,105180
Germany,2011,Renewable sources,124038
Germany,2012,Renewable sources,143044
Germany,2013,Renewable sources,152339
Germany,2014,Renewable sources,162526
Germany,2015,Renewable sources,188786
Germany,2016,Renewable sources,189672
Germany,2017,Renewable sources,216323
Germany,2018,Renewable sources,224508
Germany,2019,Renewable sources,242435
Germany,2020,Renewable sources,250667
Germany,1971,Total,327249
Germany,1972,Total,345881
Germany,1973,Total,374352
Germany,1974,Total,390563
Germany,1975,Total,383770
Germany,1976,Total,421423
Germany,1977,Total,426053
Germany,1978,Total,447974
Germany,1979,Total,467573
Germany,1980,Total,466340
Germany,1981,Total,467737
Germany,1982,Total,468109
Germany,1983,Total,476810
Germany,1984,Total,503233
Germany,1985,Total,520560
Germany,1986,Total,521813
Germany,1987,Total,530467
Germany,1988,Total,547109
Germany,1989,Total,557397
Germany,1990,Total,547650
Germany,1991,Total,535826
Germany,1992,Total,533672
Germany,1993,Total,522487
Germany,1994,Total,525205
Germany,1995,Total,532814
Germany,1996,Total,550691
Germany,1997,Total,548011
Germany,1998,Total,552375
Germany,1999,Total,552545
Germany,2000,Total,572313
Germany,2001,Total,581886
Germany,2002,Total,581954
Germany,2003,Total,604680
Germany,2004,Total,612355
Germany,2005,Total,616335
Germany,2006,Total,633354
Germany,2007,Total,634437
Germany,2008,Total,635195
Germany,2009,Total,590819
Germany,2010,Total,626720
Germany,2011,Total,607283
Germany,2012,Total,622220
Germany,2013,Total,632917
Germany,2014,Total,621949
Germany,2015,Total,642388
Germany,2016,Total,644861
Germany,2017,Total,647718
Germany,2018,Total,636731
Germany,2019,Total,603125
Germany,2020,Total,575441
Greece,1971,Fossil fuels,8910
Greece,1972,Fossil fuels,10444
Greece,1973,Fossil fuels,12594
Greece,1974,Fossil fuels,12673
Greece,1975,Fossil fuels,14105
Greece,1976,Fossil fuels,15964
Greece,1977,Fossil fuels,17063
Greece,1978,Fossil fuels,18062
Greece,1979,Fossil fuels,18536
Greece,1980,Fossil fuels,19248
Greece,1981,Fossil fuels,19986
Greece,1982,Fossil fuels,19711
Greece,1983,Fossil fuels,21643
Greece,1984,Fossil fuels,21942
Greece,1985,Fossil fuels,24935
Greece,1986,Fossil fuels,24889
Greece,1987,Fossil fuels,27305
Greece,1988,Fossil fuels,30795
Greece,1989,Fossil fuels,32309
Greece,1990,Fossil fuels,33004
Greece,1991,Fossil fuels,32642
Greece,1992,Fossil fuels,34877
Greece,1993,Fossil fuels,35716
Greece,1994,Fossil fuels,37669
Greece,1995,Fossil fuels,37632
Greece,1996,Fossil fuels,37910
Greece,1997,Fossil fuels,39261
Greece,1998,Fossil fuels,42233
Greece,1999,Fossil fuels,44445
Greece,2000,Fossil fuels,49118
Greece,2001,Fossil fuels,50041
Greece,2002,Fossil fuels,50260
Greece,2003,Fossil fuels,51872
Greece,2004,Fossil fuels,52756
Greece,2005,Fossil fuels,52921
Greece,2006,Fossil fuels,52475
Greece,2007,Fossil fuels,58092
Greece,2008,Fossil fuels,57143
Greece,2009,Fossil fuels,52890
Greece,2010,Fossil fuels,46716
Greece,2011,Fossil fuels,50916
Greece,2012,Fossil fuels,50560
Greece,2013,Fossil fuels,42680
Greece,2014,Fossil fuels,38066
Greece,2015,Fossil fuels,36860
Greece,2016,Fossil fuels,39316
Greece,2017,Fossil fuels,41388
Greece,2018,Fossil fuels,36812
Greece,2019,Fossil fuels,32188
Greece,2020,Fossil fuels,28625
Greece,1971,Nuclear,0
Greece,1972,Nuclear,0
Greece,1973,Nuclear,0
Greece,1974,Nuclear,0
Greece,1975,Nuclear,0
Greece,1976,Nuclear,0
Greece,1977,Nuclear,0
Greece,1978,Nuclear,0
Greece,1979,Nuclear,0
Greece,1980,Nuclear,0
Greece,1981,Nuclear,0
Greece,1982,Nuclear,0
Greece,1983,Nuclear,0
Greece,1984,Nuclear,0
Greece,1985,Nuclear,0
Greece,1986,Nuclear,0
Greece,1987,Nuclear,0
Greece,1988,Nuclear,0
Greece,1989,Nuclear,0
Greece,1990,Nuclear,0
Greece,1991,Nuclear,0
Greece,1992,Nuclear,0
Greece,1993,Nuclear,0
Greece,1994,Nuclear,0
Greece,1995,Nuclear,0
Greece,1996,Nuclear,0
Greece,1997,Nuclear,0
Greece,1998,Nuclear,0
Greece,1999,Nuclear,0
Greece,2000,Nuclear,0
Greece,2001,Nuclear,0
Greece,2002,Nuclear,0
Greece,2003,Nuclear,0
Greece,2004,Nuclear,0
Greece,2005,Nuclear,0
Greece,2006,Nuclear,0
Greece,2007,Nuclear,0
Greece,2008,Nuclear,0
Greece,2009,Nuclear,0
Greece,2010,Nuclear,0
Greece,2011,Nuclear,0
Greece,2012,Nuclear,0
Greece,2013,Nuclear,0
Greece,2014,Nuclear,0
Greece,2015,Nuclear,0
Greece,2016,Nuclear,0
Greece,2017,Nuclear,0
Greece,2018,Nuclear,0
Greece,2019,Nuclear,0
Greece,2020,Nuclear,0
Greece,1971,Renewable sources,2652
Greece,1972,Renewable sources,2677
Greece,1973,Renewable sources,2223
Greece,1974,Renewable sources,2347
Greece,1975,Renewable sources,2015
Greece,1976,Renewable sources,1879
Greece,1977,Renewable sources,1922
Greece,1978,Renewable sources,2988
Greece,1979,Renewable sources,3566
Greece,1980,Renewable sources,3405
Greece,1981,Renewable sources,3407
Greece,1982,Renewable sources,3561
Greece,1983,Renewable sources,2340
Greece,1984,Renewable sources,2862
Greece,1985,Renewable sources,2805
Greece,1986,Renewable sources,3235
Greece,1987,Renewable sources,2781
Greece,1988,Renewable sources,2367
Greece,1989,Renewable sources,1901
Greece,1990,Renewable sources,1771
Greece,1991,Renewable sources,3101
Greece,1992,Renewable sources,2212
Greece,1993,Renewable sources,2330
Greece,1994,Renewable sources,2637
Greece,1995,Renewable sources,3564
Greece,1996,Renewable sources,4386
Greece,1997,Renewable sources,3918
Greece,1998,Renewable sources,3787
Greece,1999,Renewable sources,4755
Greece,2000,Renewable sources,4144
Greece,2001,Renewable sources,2932
Greece,2002,Renewable sources,3577
Greece,2003,Renewable sources,5892
Greece,2004,Renewable sources,5918
Greece,2005,Renewable sources,6406
Greece,2006,Renewable sources,7679
Greece,2007,Renewable sources,4594
Greece,2008,Renewable sources,5750
Greece,2009,Renewable sources,8185
Greece,2010,Renewable sources,10522
Greece,2011,Renewable sources,8143
Greece,2012,Renewable sources,10151
Greece,2013,Renewable sources,14349
Greece,2014,Renewable sources,12177
Greece,2015,Renewable sources,14850
Greece,2016,Renewable sources,14893
Greece,2017,Renewable sources,13801
Greece,2018,Renewable sources,16148
Greece,2019,Renewable sources,16097
Greece,2020,Renewable sources,17358
Greece,1971,Total,11562
Greece,1972,Total,13121
Greece,1973,Total,14817
Greece,1974,Total,15020
Greece,1975,Total,16120
Greece,1976,Total,17843
Greece,1977,Total,18985
Greece,1978,Total,21050
Greece,1979,Total,22102
Greece,1980,Total,22653
Greece,1981,Total,23393
Greece,1982,Total,23272
Greece,1983,Total,23983
Greece,1984,Total,24804
Greece,1985,Total,27740
Greece,1986,Total,28124
Greece,1987,Total,30086
Greece,1988,Total,33162
Greece,1989,Total,34210
Greece,1990,Total,34775
Greece,1991,Total,35743
Greece,1992,Total,37225
Greece,1993,Total,38137
Greece,1994,Total,40381
Greece,1995,Total,41299
Greece,1996,Total,42411
Greece,1997,Total,43292
Greece,1998,Total,46180
Greece,1999,Total,49395
Greece,2000,Total,53425
Greece,2001,Total,53076
Greece,2002,Total,53945
Greece,2003,Total,57905
Greece,2004,Total,58813
Greece,2005,Total,59427
Greece,2006,Total,60179
Greece,2007,Total,62711
Greece,2008,Total,62912
Greece,2009,Total,61094
Greece,2010,Total,57367
Greece,2011,Total,59172
Greece,2012,Total,60771
Greece,2013,Total,57114
Greece,2014,Total,50343
Greece,2015,Total,51822
Greece,2016,Total,54416
Greece,2017,Total,55189
Greece,2018,Total,53246
Greece,2019,Total,48575
Greece,2020,Total,46230
Hungary,1971,Fossil fuels,14898
Hungary,1972,Fossil fuels,16213
Hungary,1973,Fossil fuels,17542
Hungary,1974,Fossil fuels,18904
Hungary,1975,Fossil fuels,20309
Hungary,1976,Fossil fuels,21885
Hungary,1977,Fossil fuels,23253
Hungary,1978,Fossil fuels,25405
Hungary,1979,Fossil fuels,24373
Hungary,1980,Fossil fuels,23764
Hungary,1981,Fossil fuels,24132
Hungary,1982,Fossil fuels,24616
Hungary,1983,Fossil fuels,23162
Hungary,1984,Fossil fuels,22302
Hungary,1985,Fossil fuels,20102
Hungary,1986,Fossil fuels,20438
Hungary,1987,Fossil fuels,18549
Hungary,1988,Fossil fuels,15575
Hungary,1989,Fossil fuels,15525
Hungary,1990,Fossil fuels,14493
Hungary,1991,Fossil fuels,15995
Hungary,1992,Fossil fuels,17472
Hungary,1993,Fossil fuels,18876
Hungary,1994,Fossil fuels,19215
Hungary,1995,Fossil fuels,19726
Hungary,1996,Fossil fuels,20612
Hungary,1997,Fossil fuels,21118
Hungary,1998,Fossil fuels,22974
Hungary,1999,Fossil fuels,23435
Hungary,2000,Fossil fuels,20713
Hungary,2001,Fossil fuels,21976
Hungary,2002,Fossil fuels,21938
Hungary,2003,Fossil fuels,22763
Hungary,2004,Fossil fuels,20831
Hungary,2005,Fossil fuels,19980
Hungary,2006,Fossil fuels,20773
Hungary,2007,Fossil fuels,23254
Hungary,2008,Fossil fuels,22736
Hungary,2009,Fossil fuels,17470
Hungary,2010,Fossil fuels,18438
Hungary,2011,Fossil fuels,17491
Hungary,2012,Fossil fuels,16078
Hungary,2013,Fossil fuels,12003
Hungary,2014,Fossil fuels,10430
Hungary,2015,Fossil fuels,11093
Hungary,2016,Fossil fuels,12300
Hungary,2017,Fossil fuels,13021
Hungary,2018,Fossil fuels,12179
Hungary,2019,Fossil fuels,12820
Hungary,2020,Fossil fuels,12960
Hungary,1971,Nuclear,0
Hungary,1972,Nuclear,0
Hungary,1973,Nuclear,0
Hungary,1974,Nuclear,0
Hungary,1975,Nuclear,0
Hungary,1976,Nuclear,0
Hungary,1977,Nuclear,0
Hungary,1978,Nuclear,0
Hungary,1979,Nuclear,0
Hungary,1980,Nuclear,0
Hungary,1981,Nuclear,0
Hungary,1982,Nuclear,0
Hungary,1983,Nuclear,2473
Hungary,1984,Nuclear,3766
Hungary,1985,Nuclear,6480
Hungary,1986,Nuclear,7424
Hungary,1987,Nuclear,10986
Hungary,1988,Nuclear,13445
Hungary,1989,Nuclear,13891
Hungary,1990,Nuclear,13731
Hungary,1991,Nuclear,13726
Hungary,1992,Nuclear,13964
Hungary,1993,Nuclear,13796
Hungary,1994,Nuclear,14049
Hungary,1995,Nuclear,14026
Hungary,1996,Nuclear,14180
Hungary,1997,Nuclear,13968
Hungary,1998,Nuclear,13949
Hungary,1999,Nuclear,14096
Hungary,2000,Nuclear,14180
Hungary,2001,Nuclear,14126
Hungary,2002,Nuclear,13953
Hungary,2003,Nuclear,11013
Hungary,2004,Nuclear,11915
Hungary,2005,Nuclear,13834
Hungary,2006,Nuclear,13461
Hungary,2007,Nuclear,14677
Hungary,2008,Nuclear,14818
Hungary,2009,Nuclear,15426
Hungary,2010,Nuclear,15761
Hungary,2011,Nuclear,15685
Hungary,2012,Nuclear,15793
Hungary,2013,Nuclear,15370
Hungary,2014,Nuclear,15649
Hungary,2015,Nuclear,15834
Hungary,2016,Nuclear,16054
Hungary,2017,Nuclear,16098
Hungary,2018,Nuclear,15733
Hungary,2019,Nuclear,16288
Hungary,2020,Nuclear,16055
Hungary,1971,Renewable sources,96
Hungary,1972,Renewable sources,110
Hungary,1973,Renewable sources,101
Hungary,1974,Renewable sources,81
Hungary,1975,Renewable sources,163
Hungary,1976,Renewable sources,165
Hungary,1977,Renewable sources,149
Hungary,1978,Renewable sources,138
Hungary,1979,Renewable sources,146
Hungary,1980,Renewable sources,112
Hungary,1981,Renewable sources,168
Hungary,1982,Renewable sources,159
Hungary,1983,Renewable sources,155
Hungary,1984,Renewable sources,208
Hungary,1985,Renewable sources,185
Hungary,1986,Renewable sources,178
Hungary,1987,Renewable sources,192
Hungary,1988,Renewable sources,191
Hungary,1989,Renewable sources,162
Hungary,1990,Renewable sources,195
Hungary,1991,Renewable sources,218
Hungary,1992,Renewable sources,204
Hungary,1993,Renewable sources,205
Hungary,1994,Renewable sources,206
Hungary,1995,Renewable sources,219
Hungary,1996,Renewable sources,257
Hungary,1997,Renewable sources,269
Hungary,1998,Renewable sources,215
Hungary,1999,Renewable sources,246
Hungary,2000,Renewable sources,243
Hungary,2001,Renewable sources,257
Hungary,2002,Renewable sources,237
Hungary,2003,Renewable sources,336
Hungary,2004,Renewable sources,936
Hungary,2005,Renewable sources,1870
Hungary,2006,Renewable sources,1493
Hungary,2007,Renewable sources,1883
Hungary,2008,Renewable sources,2357
Hungary,2009,Renewable sources,2895
Hungary,2010,Renewable sources,3020
Hungary,2011,Renewable sources,2708
Hungary,2012,Renewable sources,2646
Hungary,2013,Renewable sources,2788
Hungary,2014,Renewable sources,3151
Hungary,2015,Renewable sources,3228
Hungary,2016,Renewable sources,3258
Hungary,2017,Renewable sources,3482
Hungary,2018,Renewable sources,3767
Hungary,2019,Renewable sources,4687
Hungary,2020,Renewable sources,5518
Hungary,1971,Total,14994
Hungary,1972,Total,16323
Hungary,1973,Total,17643
Hungary,1974,Total,18985
Hungary,1975,Total,20472
Hungary,1976,Total,22050
Hungary,1977,Total,23402
Hungary,1978,Total,25543
Hungary,1979,Total,24519
Hungary,1980,Total,23876
Hungary,1981,Total,24300
Hungary,1982,Total,24775
Hungary,1983,Total,25790
Hungary,1984,Total,26303
Hungary,1985,Total,26796
Hungary,1986,Total,28064
Hungary,1987,Total,29749
Hungary,1988,Total,29233
Hungary,1989,Total,29581
Hungary,1990,Total,28436
Hungary,1991,Total,29963
Hungary,1992,Total,31685
Hungary,1993,Total,32915
Hungary,1994,Total,33515
Hungary,1995,Total,34018
Hungary,1996,Total,35090
Hungary,1997,Total,35397
Hungary,1998,Total,37190
Hungary,1999,Total,37832
Hungary,2000,Total,35191
Hungary,2001,Total,36415
Hungary,2002,Total,36157
Hungary,2003,Total,34145
Hungary,2004,Total,33708
Hungary,2005,Total,35756
Hungary,2006,Total,35859
Hungary,2007,Total,39960
Hungary,2008,Total,40025
Hungary,2009,Total,35908
Hungary,2010,Total,37371
Hungary,2011,Total,36019
Hungary,2012,Total,34635
Hungary,2013,Total,30294
Hungary,2014,Total,29402
Hungary,2015,Total,30359
Hungary,2016,Total,31902
Hungary,2017,Total,32885
Hungary,2018,Total,32039
Hungary,2019,Total,34154
Hungary,2020,Total,34924
Iceland,1971,Fossil fuels,49
Iceland,1972,Fossil fuels,48
Iceland,1973,Fossil fuels,87
Iceland,1974,Fossil fuels,73
Iceland,1975,Fossil fuels,73
Iceland,1976,Fossil fuels,57
Iceland,1977,Fossil fuels,70
Iceland,1978,Fossil fuels,53
Iceland,1979,Fossil fuels,56
Iceland,1980,Fossil fuels,47
Iceland,1981,Fossil fuels,35
Iceland,1982,Fossil fuels,11
Iceland,1983,Fossil fuels,7
Iceland,1984,Fossil fuels,4
Iceland,1985,Fossil fuels,4
Iceland,1986,Fossil fuels,5
Iceland,1987,Fossil fuels,5
Iceland,1988,Fossil fuels,7
Iceland,1989,Fossil fuels,6
Iceland,1990,Fossil fuels,6
Iceland,1991,Fossil fuels,7
Iceland,1992,Fossil fuels,6
Iceland,1993,Fossil fuels,5
Iceland,1994,Fossil fuels,5
Iceland,1995,Fossil fuels,9
Iceland,1996,Fossil fuels,5
Iceland,1997,Fossil fuels,4
Iceland,1998,Fossil fuels,5
Iceland,1999,Fossil fuels,5
Iceland,2000,Fossil fuels,5
Iceland,2001,Fossil fuels,4
Iceland,2002,Fossil fuels,6
Iceland,2003,Fossil fuels,6
Iceland,2004,Fossil fuels,4
Iceland,2005,Fossil fuels,5
Iceland,2006,Fossil fuels,4
Iceland,2007,Fossil fuels,2
Iceland,2008,Fossil fuels,2
Iceland,2009,Fossil fuels,2
Iceland,2010,Fossil fuels,2
Iceland,2011,Fossil fuels,2
Iceland,2012,Fossil fuels,3
Iceland,2013,Fossil fuels,5
Iceland,2014,Fossil fuels,3
Iceland,2015,Fossil fuels,4
Iceland,2016,Fossil fuels,3
Iceland,2017,Fossil fuels,2
Iceland,2018,Fossil fuels,2
Iceland,2019,Fossil fuels,3
Iceland,2020,Fossil fuels,3
Iceland,1971,Nuclear,0
Iceland,1972,Nuclear,0
Iceland,1973,Nuclear,0
Iceland,1974,Nuclear,0
Iceland,1975,Nuclear,0
Iceland,1976,Nuclear,0
Iceland,1977,Nuclear,0
Iceland,1978,Nuclear,0
Iceland,1979,Nuclear,0
Iceland,1980,Nuclear,0
Iceland,1981,Nuclear,0
Iceland,1982,Nuclear,0
Iceland,1983,Nuclear,0
Iceland,1984,Nuclear,0
Iceland,1985,Nuclear,0
Iceland,1986,Nuclear,0
Iceland,1987,Nuclear,0
Iceland,1988,Nuclear,0
Iceland,1989,Nuclear,0
Iceland,1990,Nuclear,0
Iceland,1991,Nuclear,0
Iceland,1992,Nuclear,0
Iceland,1993,Nuclear,0
Iceland,1994,Nuclear,0
Iceland,1995,Nuclear,0
Iceland,1996,Nuclear,0
Iceland,1997,Nuclear,0
Iceland,1998,Nuclear,0
Iceland,1999,Nuclear,0
Iceland,2000,Nuclear,0
Iceland,2001,Nuclear,0
Iceland,2002,Nuclear,0
Iceland,2003,Nuclear,0
Iceland,2004,Nuclear,0
Iceland,2005,Nuclear,0
Iceland,2006,Nuclear,0
Iceland,2007,Nuclear,0
Iceland,2008,Nuclear,0
Iceland,2009,Nuclear,0
Iceland,2010,Nuclear,0
Iceland,2011,Nuclear,0
Iceland,2012,Nuclear,0
Iceland,2013,Nuclear,0
Iceland,2014,Nuclear,0
Iceland,2015,Nuclear,0
Iceland,2016,Nuclear,0
Iceland,2017,Nuclear,0
Iceland,2018,Nuclear,0
Iceland,2019,Nuclear,0
Iceland,2020,Nuclear,0
Iceland,1971,Renewable sources,1572
Iceland,1972,Renewable sources,1746
Iceland,1973,Renewable sources,2233
Iceland,1974,Renewable sources,2293
Iceland,1975,Renewable sources,2250
Iceland,1976,Renewable sources,2392
Iceland,1977,Renewable sources,2562
Iceland,1978,Renewable sources,2654
Iceland,1979,Renewable sources,2899
Iceland,1980,Renewable sources,3137
Iceland,1981,Renewable sources,3260
Iceland,1982,Renewable sources,3622
Iceland,1983,Renewable sources,3821
Iceland,1984,Renewable sources,3973
Iceland,1985,Renewable sources,3896
Iceland,1986,Renewable sources,4109
Iceland,1987,Renewable sources,4205
Iceland,1988,Renewable sources,4471
Iceland,1989,Renewable sources,4531
Iceland,1990,Renewable sources,4504
Iceland,1991,Renewable sources,4487
Iceland,1992,Renewable sources,4540
Iceland,1993,Renewable sources,4722
Iceland,1994,Renewable sources,4775
Iceland,1995,Renewable sources,4972
Iceland,1996,Renewable sources,5118
Iceland,1997,Renewable sources,5582
Iceland,1998,Renewable sources,6276
Iceland,1999,Renewable sources,7183
Iceland,2000,Renewable sources,7679
Iceland,2001,Renewable sources,8029
Iceland,2002,Renewable sources,8410
Iceland,2003,Renewable sources,8494
Iceland,2004,Renewable sources,8619
Iceland,2005,Renewable sources,8681
Iceland,2006,Renewable sources,9926
Iceland,2007,Renewable sources,11974
Iceland,2008,Renewable sources,16465
Iceland,2009,Renewable sources,16832
Iceland,2010,Renewable sources,17057
Iceland,2011,Renewable sources,17209
Iceland,2012,Renewable sources,17546
Iceland,2013,Renewable sources,18111
Iceland,2014,Renewable sources,18120
Iceland,2015,Renewable sources,18795
Iceland,2016,Renewable sources,18547
Iceland,2017,Renewable sources,19236
Iceland,2018,Renewable sources,19828
Iceland,2019,Renewable sources,19486
Iceland,2020,Renewable sources,19127
Iceland,1971,Total,1621
Iceland,1972,Total,1794
Iceland,1973,Total,2320
Iceland,1974,Total,2366
Iceland,1975,Total,2323
Iceland,1976,Total,2449
Iceland,1977,Total,2632
Iceland,1978,Total,2707
Iceland,1979,Total,2955
Iceland,1980,Total,3184
Iceland,1981,Total,3295
Iceland,1982,Total,3633
Iceland,1983,Total,3828
Iceland,1984,Total,3977
Iceland,1985,Total,3900
Iceland,1986,Total,4114
Iceland,1987,Total,4210
Iceland,1988,Total,4478
Iceland,1989,Total,4537
Iceland,1990,Total,4510
Iceland,1991,Total,4494
Iceland,1992,Total,4546
Iceland,1993,Total,4727
Iceland,1994,Total,4780
Iceland,1995,Total,4981
Iceland,1996,Total,5123
Iceland,1997,Total,5586
Iceland,1998,Total,6281
Iceland,1999,Total,7188
Iceland,2000,Total,7684
Iceland,2001,Total,8033
Iceland,2002,Total,8416
Iceland,2003,Total,8500
Iceland,2004,Total,8623
Iceland,2005,Total,8686
Iceland,2006,Total,9930
Iceland,2007,Total,11977
Iceland,2008,Total,16467
Iceland,2009,Total,16834
Iceland,2010,Total,17059
Iceland,2011,Total,17211
Iceland,2012,Total,17549
Iceland,2013,Total,18116
Iceland,2014,Total,18123
Iceland,2015,Total,18799
Iceland,2016,Total,18550
Iceland,2017,Total,19239
Iceland,2018,Total,19830
Iceland,2019,Total,19489
Iceland,2020,Total,19130
Ireland,1971,Fossil fuels,5838
Ireland,1972,Fossil fuels,6207
Ireland,1973,Fossil fuels,6704
Ireland,1974,Fossil fuels,6845
Ireland,1975,Fossil fuels,7000
Ireland,1976,Fossil fuels,7714
Ireland,1977,Fossil fuels,8272
Ireland,1978,Fossil fuels,8948
Ireland,1979,Fossil fuels,9814
Ireland,1980,Fossil fuels,9728
Ireland,1981,Fossil fuels,9667
Ireland,1982,Fossil fuels,9728
Ireland,1983,Fossil fuels,10000
Ireland,1984,Fossil fuels,10548
Ireland,1985,Fossil fuels,10908
Ireland,1986,Fossil fuels,11388
Ireland,1987,Fossil fuels,11948
Ireland,1988,Fossil fuels,12023
Ireland,1989,Fossil fuels,12842
Ireland,1990,Fossil fuels,13532
Ireland,1991,Fossil fuels,14184
Ireland,1992,Fossil fuels,14958
Ireland,1993,Fossil fuels,15369
Ireland,1994,Fossil fuels,15889
Ireland,1995,Fossil fuels,16875
Ireland,1996,Fossil fuels,18157
Ireland,1997,Fossil fuels,18880
Ireland,1998,Fossil fuels,19708
Ireland,1999,Fossil fuels,20641
Ireland,2000,Fossil fuels,22488
Ireland,2001,Fossil fuels,23605
Ireland,2002,Fossil fuels,23461
Ireland,2003,Fossil fuels,23723
Ireland,2004,Fossil fuels,23821
Ireland,2005,Fossil fuels,23753
Ireland,2006,Fossil fuels,24641
Ireland,2007,Fossil fuels,25556
Ireland,2008,Fossil fuels,26320
Ireland,2009,Fossil fuels,23849
Ireland,2010,Fossil fuels,24448
Ireland,2011,Fossil fuels,21740
Ireland,2012,Fossil fuels,21837
Ireland,2013,Fossil fuels,19883
Ireland,2014,Fossil fuels,19346
Ireland,2015,Fossil fuels,20167
Ireland,2016,Fossil fuels,22635
Ireland,2017,Fossil fuels,21631
Ireland,2018,Fossil fuels,20396
Ireland,2019,Fossil fuels,18621
Ireland,2020,Fossil fuels,18267
Ireland,1971,Nuclear,0
Ireland,1972,Nuclear,0
Ireland,1973,Nuclear,0
Ireland,1974,Nuclear,0
Ireland,1975,Nuclear,0
Ireland,1976,Nuclear,0
Ireland,1977,Nuclear,0
Ireland,1978,Nuclear,0
Ireland,1979,Nuclear,0
Ireland,1980,Nuclear,0
Ireland,1981,Nuclear,0
Ireland,1982,Nuclear,0
Ireland,1983,Nuclear,0
Ireland,1984,Nuclear,0
Ireland,1985,Nuclear,0
Ireland,1986,Nuclear,0
